classification_mode,rt_rule,lipid_subclass,unsaturation,fit_type,fit_parameters,fit_r_squared,raw_point_count,distinct_carbon_count,representative_point_count,inlier_count,carbon_min,carbon_max,fit_equation,iup_vertical_shift_min,parallelism_passed,parallelism_reference_unsaturation,median_absolute_slope_difference,median_relative_slope_difference,parallelism_note
detailed_chain,ECN,Cer(m24:1/x:y),1.0,Linear,"[0.4140714285714286, 3.8540714285714284]",0.9999742010938736,14,5,5,3,16.0,19.0,y = 0.414071 * x + 3.85407,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,Cer(m24:2/x:y),0.0,Linear,"[0.6354505494505495, -0.5306923076923056]",0.9996552465827652,7,4,4,3,10.0,20.0,y = 0.635451 * x + -0.530692,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,DHCerP(d17:0/x:y),1.0,Linear,"[0.42500000000000004, -2.775000000000002]",1.0,3,3,3,3,25.0,31.0,y = 0.425 * x + -2.775,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,DHCerP(d17:0/x:y),2.0,Linear,"[0.4107857142857143, -2.6439285714285727]",0.9999767798831792,3,3,3,3,25.0,31.0,y = 0.410786 * x + -2.64393,0.0,True,1.0,0.0142142857142857,0.0334453781512605,通过
detailed_chain,ECN,DHCerP(d18:0/x:y),0.0,Quadratic,"[-0.018131450211075144, 1.0305415818226924, -4.7435600198658605]",0.999989281405068,5,5,5,4,14.0,29.0,y = -0.0181315 * x^2 + 1.03054 * x + -4.74356,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,DHCerP(d18:0/x:y),1.0,Linear,"[0.42110000000000014, -2.2388500000000047]",0.9999249528523536,6,6,6,4,22.0,30.0,y = 0.4211 * x + -2.23885,0.0,False,0.0,0.31526237894214,0.7486639252959866,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,DHCerP(d18:0/x:y),2.0,Linear,"[0.41861764705882365, -2.4249607843137273]",0.9995731457338836,12,6,6,6,24.0,31.0,y = 0.418618 * x + -2.42496,0.0,True,1.0,0.0024823529411764,0.0058949250562253,通过
detailed_chain,ECN,DHCerP(d18:0/x:y),3.0,Linear,"[0.42971428571428544, -3.450857142857135]",0.99899802796446,3,3,3,3,28.0,31.0,y = 0.429714 * x + -3.45086,0.0,True,2.0,0.0110966386554617,0.0258232947434283,通过
detailed_chain,ECN,DHCerP(d18:0/x:y),4.0,Linear,"[0.4262857142857124, -2.924142857142801]",0.999924199300365,3,3,3,3,28.0,31.0,y = 0.426286 * x + -2.92414,0.0,True,3.0,0.003428571428573,0.0079787234042591,通过
detailed_chain,ECN,DHCerP(d18:1/x:y),0.0,Linear,"[0.4211000000000003, -2.2388500000000082]",0.9999249528523536,9,8,8,4,22.0,30.0,y = 0.4211 * x + -2.23885,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,DHCerP(d18:1/x:y),1.0,Linear,"[0.40404720616570333, -1.9853429672447032]",0.9961249192536088,13,8,8,8,22.0,31.0,y = 0.404047 * x + -1.98534,0.0,True,0.0,0.0170527938342969,0.040495829575628,通过
detailed_chain,ECN,DHCerP(d18:1/x:y),2.0,Quadratic,"[0.016246540070807856, -0.5037771054607877, 10.072933311876412]",0.9941619437265108,14,7,7,7,16.0,32.0,y = 0.0162465 * x^2 + -0.503777 * x + 10.0729,0.0,True,1.0,0.0740348661454535,0.1832332089312633,通过
detailed_chain,ECN,DHCerP(d18:1/x:y),3.0,Quadratic,"[-0.012174307036247601, 1.1501753731343431, -13.672083155650522]",0.9995765211458084,11,6,6,5,26.0,32.0,y = -0.0121743 * x^2 + 1.15018 * x + -13.6721,0.0,True,2.0,0.0863418139961177,0.1783918557047105,通过
detailed_chain,ECN,DHCerP(d18:1/x:y),4.0,Linear,"[0.41478947368421054, -2.9109824561403492]",0.9999986260989392,8,5,5,3,24.0,32.0,y = 0.414789 * x + -2.91098,0.0,True,3.0,0.0369852365658154,0.083287783332517,通过
detailed_chain,ECN,DHCerP(d18:2/x:y),1.0,Quadratic,"[0.012024999999999963, -0.2934349999999978, 7.556349999999966]",0.996897128530554,7,4,4,4,26.0,32.0,y = 0.012025 * x^2 + -0.293435 * x + 7.55635,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d14:0/x:y),0.0,Linear,"[0.41948214285714225, -1.0264285714285588]",0.9998139708923394,4,3,3,3,20.0,26.0,y = 0.419482 * x + -1.02643,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d15:0/x:y),0.0,Linear,"[0.41948214285714225, -0.6069464285714172]",0.9998139708923394,4,3,3,3,19.0,25.0,y = 0.419482 * x + -0.606946,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d16:0/x:y),0.0,Linear,"[0.41948214285714214, -0.1874642857142721]",0.9998139708923394,4,3,3,3,18.0,24.0,y = 0.419482 * x + -0.187464,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d16:1/x:y),1.0,Linear,"[0.40054999999999996, -0.36579999999999835]",0.9993725280366398,6,4,4,4,18.0,24.0,y = 0.40055 * x + -0.3658,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d17:0/x:y),0.0,Linear,"[0.4070699152542374, 0.46538983050847094]",0.9979694403785688,7,5,5,5,17.0,25.0,y = 0.40707 * x + 0.46539,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d17:0/x:y),1.0,Quadratic,"[-0.008786913814955432, 0.7629081388488183, -3.4272003518202077]",0.9993109185082047,19,8,8,7,17.0,25.0,y = -0.00878691 * x^2 + 0.762908 * x + -3.4272,0.0,True,0.0,0.035592562288427,0.0874359930681627,通过
detailed_chain,ECN,GlcCer(d17:0/x:y),2.0,Linear,"[0.3830462184873949, 0.373134453781514]",0.9969254404960268,32,8,8,6,17.0,27.0,y = 0.383046 * x + 0.373134,0.0,True,1.0,0.035592562288427,0.090369077438195,通过
detailed_chain,ECN,GlcCer(d17:0/x:y),3.0,Quadratic,"[0.03149999999999948, -1.112099999999976, 17.510599999999727]",0.9993803670651624,7,4,4,4,22.0,25.0,y = 0.0315 * x^2 + -1.1121 * x + 17.5106,0.0,True,2.0,0.0478481012658219,0.1249146942496092,通过
detailed_chain,ECN,GlcCer(d17:0/x:y),4.0,Linear,"[0.4173191489361704, -0.8958297872340477]",0.999962004931636,5,5,5,4,19.0,28.0,y = 0.417319 * x + -0.89583,0.0,True,3.0,0.048919148936171,0.1172223921688608,通过
detailed_chain,ECN,GlcCer(d17:1/x:y),1.0,Linear,"[0.4245000000000003, -0.44650000000000745]",0.9998873320263816,11,6,6,4,19.0,24.0,y = 0.4245 * x + -0.4465,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d17:1/x:y),2.0,Quadratic,"[0.0709999999999993, -2.929199999999967, 38.38749999999961]",0.9988182552547248,9,5,5,4,21.0,24.0,y = 0.071 * x^2 + -2.9292 * x + 38.3875,0.0,False,1.0,0.1586999999999987,0.3738515901060038,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,GlcCer(d17:1/x:y),4.0,Linear,"[0.40067266187050354, -1.1739460431654667]",0.9997224210471152,5,4,4,4,21.0,29.0,y = 0.400673 * x + -1.17395,0.0,True,3.0,0.012009200332042,0.0299725972717434,通过
detailed_chain,ECN,GlcCer(d18:0/x:y),0.0,Linear,"[0.4168789473684212, 0.6973982456140302]",0.9998642799104576,9,6,6,6,16.0,24.0,y = 0.416879 * x + 0.697398,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d18:0/x:y),1.0,Quadratic,"[-0.05699069179498968, 3.017705929671342, -29.33913766950129]",0.9975999125156748,20,5,5,5,18.0,25.0,y = -0.0569907 * x^2 + 3.01771 * x + -29.3391,0.0,False,0.0,0.207217926913354,0.3320284645742299,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,GlcCer(d18:0/x:y),2.0,Linear,"[0.42952542372881386, -0.1471525423728881]",0.9988257559656916,21,6,6,4,18.0,23.0,y = 0.429525 * x + -0.147153,0.0,False,1.0,0.2515621423479511,0.3693535969200144,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,GlcCer(d18:0/x:y),3.0,Quadratic,"[0.08584422110552786, -3.461402010050263, 43.12209547738708]",0.9925735035128168,8,4,4,4,20.0,25.0,y = 0.0858442 * x^2 + -3.4614 * x + 43.1221,0.0,False,2.0,0.1996259262413787,0.4647592789930289,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,GlcCer(d18:1/x:y),0.0,Linear,"[0.39252467105263167, 0.8462499999999995]",0.995696351435538,32,9,9,7,17.0,25.0,y = 0.392525 * x + 0.84625,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d18:1/x:y),1.0,Linear,"[0.40895543478260865, 0.2795532608695659]",0.9995581507976332,46,10,10,7,16.0,26.0,y = 0.408955 * x + 0.279553,0.0,True,0.0,0.0164307637299769,0.0401773942403069,通过
detailed_chain,ECN,GlcCer(d18:1/x:y),2.0,Quadratic,"[0.041755952380952574, -1.483130952380962, 20.987053571428696]",0.9986712079851268,18,7,7,6,20.0,26.0,y = 0.041756 * x^2 + -1.48313 * x + 20.9871,0.0,False,1.0,0.1268535262206155,0.2898562701303443,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,GlcCer(d18:1/x:y),3.0,Linear,"[0.416109022556391, -0.4499548872180448]",0.9999539106052572,12,6,6,5,18.0,26.0,y = 0.416109 * x + -0.449955,0.0,False,2.0,0.1268535262206155,0.2898562701303443,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,GlcCer(d18:1/x:y),4.0,Linear,"[0.4016250000000004, -0.7962083333333432]",0.9987715120595744,17,6,6,6,20.0,28.0,y = 0.401625 * x + -0.796208,0.0,True,3.0,0.0144840225563905,0.0348082395988606,通过
detailed_chain,ECN,GlcCer(d18:2/x:y),0.0,Quadratic,"[0.0196250000000001, -0.4780500000000044, 9.814800000000046]",0.9990729315569196,15,5,5,4,18.0,24.0,y = 0.019625 * x^2 + -0.47805 * x + 9.8148,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d18:2/x:y),1.0,Quadratic,"[0.07479381443298946, -2.9417319587628765, 37.088876288659684]",0.999784711434734,15,6,6,5,20.0,25.0,y = 0.0747938 * x^2 + -2.94173 * x + 37.0889,0.0,False,0.0,0.1117343077123833,0.2898801601047692,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,GlcCer(d18:2/x:y),2.0,Linear,"[0.39997368421052604, -0.13813157894736428]",0.9977323849004168,11,6,6,5,18.0,26.0,y = 0.399974 * x + -0.138132,0.0,False,1.0,0.189351428944277,0.4465944174774449,相邻不饱和度曲线斜率差超过阈值
detailed_chain,ECN,GlcCer(d18:2/x:y),3.0,Linear,"[0.3956164383561646, -0.660041095890417]",0.99899002736861,13,5,5,5,20.0,27.0,y = 0.395616 * x + -0.660041,0.0,True,2.0,0.0043572458543614,0.0108938313353335,通过
detailed_chain,ECN,GlcCer(d19:0/x:y),0.0,Linear,"[0.41948214285714225, 1.0709821428571527]",0.9998139708923394,4,3,3,3,15.0,21.0,y = 0.419482 * x + 1.07098,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d19:1/x:y),4.0,Linear,"[0.39200000000000024, -0.12400000000000588]",0.999921913636482,7,3,3,3,25.0,27.0,y = 0.392 * x + -0.124,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d20:0/x:y),0.0,Linear,"[0.4191249999999997, 1.494750000000006]",0.9998159129309072,5,4,4,4,14.0,20.0,y = 0.419125 * x + 1.49475,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d20:1/x:y),1.0,Linear,"[0.4212692307692308, 0.8662179487179476]",0.9999985301683202,10,6,6,3,16.0,23.0,y = 0.421269 * x + 0.866218,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d20:1/x:y),3.0,Linear,"[0.41963372093023316, 0.3036802325581256]",0.9999858056097506,5,4,4,3,18.0,25.0,y = 0.419634 * x + 0.30368,0.0,True,1.0,0.0016355098389976,0.0038823387029981,通过
detailed_chain,ECN,GlcCer(d20:1/x:y),4.0,Linear,"[0.39472164948453664, 0.1827577319587501]",0.9995735994292632,8,5,5,5,18.0,26.0,y = 0.394722 * x + 0.182758,0.0,True,3.0,0.0249120714456965,0.0593662286969504,通过
detailed_chain,ECN,GlcCer(d20:2/x:y),0.0,Linear,"[0.35203010033444815, 1.950170568561874]",0.9985268327956236,7,5,5,4,14.0,24.0,y = 0.35203 * x + 1.95017,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d20:2/x:y),2.0,Linear,"[0.41570689655172444, 0.38559482758620156]",0.9999997987409918,9,4,4,4,18.0,25.0,y = 0.415707 * x + 0.385595,0.0,True,0.0,0.0636767962172762,0.1531771465555979,通过
detailed_chain,ECN,GlcCer(d20:2/x:y),3.0,Linear,"[0.4038250000000001, -0.05005833333333598]",0.9992329214266829,14,6,6,6,18.0,26.0,y = 0.403825 * x + -0.0500583,0.0,True,2.0,0.0118818965517243,0.0285823897805985,通过
detailed_chain,ECN,GlcCer(d21:0/x:y),0.0,Linear,"[0.4194821428571425, 1.9099464285714332]",0.9998139708923394,4,3,3,3,13.0,19.0,y = 0.419482 * x + 1.90995,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d22:0/x:y),0.0,Linear,"[0.4194821428571425, 2.3294285714285756]",0.9998139708923394,4,3,3,3,12.0,18.0,y = 0.419482 * x + 2.32943,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d23:0/x:y),0.0,Linear,"[0.4190267175572518, 2.754480916030535]",0.999892163677623,5,4,4,4,11.0,18.0,y = 0.419027 * x + 2.75448,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d24:1/x:y),0.0,Linear,"[0.4029999999999995, 2.7233333333333416]",0.9991797008779252,7,3,3,3,16.0,18.0,y = 0.403 * x + 2.72333,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(d24:3/x:y),2.0,Linear,"[0.401, 1.6110000000000007]",0.9992717572710668,3,3,3,3,14.0,22.0,y = 0.401 * x + 1.611,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m16:0/x:y),2.0,Linear,"[0.3683846153846151, -0.8295384615384549]",0.9999308077900576,4,4,4,3,18.0,26.0,y = 0.368385 * x + -0.829538,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m16:1/x:y),1.0,Linear,"[0.4124400000000005, -0.3762400000000099]",0.9998436144445744,11,5,5,5,17.0,25.0,y = 0.41244 * x + -0.37624,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m16:2/x:y),0.0,Linear,"[0.4007317073170732, -0.08802613240418289]",0.9980320377661572,23,7,7,7,16.0,26.0,y = 0.400732 * x + -0.0880261,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m17:1/x:y),1.0,Linear,"[0.4060156124899922, 0.19220496397117337]",0.9992370322919712,59,12,12,10,15.0,27.0,y = 0.406016 * x + 0.192205,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m17:1/x:y),2.0,Linear,"[0.39434210526315766, -0.21033552631578267]",0.9993862954269036,33,7,7,4,19.0,27.0,y = 0.394342 * x + -0.210336,0.0,True,1.0,0.0116735072268345,0.0287513752371339,通过
detailed_chain,ECN,GlcCer(m17:2/x:y),0.0,Linear,"[0.41085000000000027, 0.07739999999999547]",0.9999265002639356,18,9,9,5,16.0,24.0,y = 0.41085 * x + 0.0774,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m17:2/x:y),1.0,Linear,"[0.3442500000000001, -0.4665833333333378]",0.9997846953359912,23,7,7,3,23.0,27.0,y = 0.34425 * x + -0.466583,0.0,,0.0,,,重叠碳数范围不足，无法判断
detailed_chain,ECN,GlcCer(m18:1/x:y),1.0,Linear,"[0.4042089728453364, 0.6473559622195992]",0.9993844397262608,43,10,10,8,14.0,26.0,y = 0.404209 * x + 0.647356,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m18:1/x:y),2.0,Quadratic,"[-0.013882504841833489, 1.0744928986442888, -8.149975145255027]",0.9999472789538006,23,6,6,4,18.0,25.0,y = -0.0138825 * x^2 + 1.07449 * x + -8.14998,0.0,True,1.0,0.0733362176001123,0.1535691680439816,通过
detailed_chain,ECN,GlcCer(m18:2/x:y),0.0,Linear,"[0.4060864833906071, 0.5912686139748011]",0.9994274159726638,69,13,13,11,14.0,26.0,y = 0.406086 * x + 0.591269,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m19:2/x:y),0.0,Linear,"[0.41470000000000007, 0.8332499999999996]",0.9998454747813325,11,7,7,4,16.0,24.0,y = 0.4147 * x + 0.83325,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m20:2/x:y),0.0,Linear,"[0.4160588737201362, 1.1984906143344762]",0.9998645881970016,21,8,8,7,14.0,24.0,y = 0.416059 * x + 1.19849,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(m20:3/x:y),0.0,Linear,"[0.3605000000000005, 0.11849999999999117]",0.9999480637392568,5,4,4,3,18.0,22.0,y = 0.3605 * x + 0.1185,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(t18:0/x:y),0.0,Quadratic,"[0.02173127824402832, -0.5276252420916684, 10.196688347320812]",0.9999380036475956,5,4,4,4,18.0,25.0,y = 0.0217313 * x^2 + -0.527625 * x + 10.1967,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(t18:0/x:y),1.0,Linear,"[0.39012500000000017, 0.5962499999999942]",0.9934618195420504,12,4,4,4,18.0,24.0,y = 0.390125 * x + 0.59625,0.0,True,0.0,0.0660190731464151,0.1692254358126629,通过
detailed_chain,ECN,GlcCer(t18:0/x:y),4.0,Linear,"[0.4303362068965524, -1.0262672413793243]",0.9986298961337556,13,5,5,5,20.0,26.0,y = 0.430336 * x + -1.02627,0.0,True,1.0,0.0402112068965522,0.0934413750275456,通过
detailed_chain,ECN,GlcCer(t18:1/x:y),0.0,Linear,"[0.3806071428571432, 0.7537142857142776]",0.9999416525744764,6,3,3,3,18.0,24.0,y = 0.380607 * x + 0.753714,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(t18:1/x:y),4.0,Linear,"[0.42317142857142864, -1.5536571428571442]",0.998740025067557,4,4,4,4,22.0,26.0,y = 0.423171 * x + -1.55366,0.0,True,0.0,0.0425642857142854,0.1005840253865363,通过
detailed_chain,ECN,GlcCer(t20:0/x:y),1.0,Linear,"[0.39244642857142853, 1.3126428571428566]",0.9978205532099764,5,4,4,3,18.0,24.0,y = 0.392446 * x + 1.31264,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,GlcCer(t20:1/x:y),0.0,Linear,"[0.47924999999999973, -0.3078333333333294]",0.9972926192870368,4,4,4,3,16.0,20.0,y = 0.47925 * x + -0.307833,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d16:1/x:y),0.0,Linear,"[0.36623684210526314, 0.45794736842105266]",0.9979067764634214,4,4,4,3,16.0,26.0,y = 0.366237 * x + 0.457947,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d16:1/x:y),3.0,Linear,"[0.3945000000000001, -0.8675000000000024]",0.9983828614318064,3,3,3,3,18.0,24.0,y = 0.3945 * x + -0.8675,0.0,True,0.0,0.0282631578947369,0.0716429857914751,通过
detailed_chain,ECN,SM(d17:0/x:y),4.0,Linear,"[0.4270285714285718, -1.2115285714285804]",0.9978511604014249,8,6,6,6,21.0,27.0,y = 0.427029 * x + -1.21153,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d17:1/x:y),0.0,Linear,"[0.41293269230769264, 0.006557692307683993]",0.9999903556424592,6,5,5,3,16.0,24.0,y = 0.412933 * x + 0.00655769,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d18:0/x:y),0.0,Linear,"[0.4213392857142855, 0.5555000000000039]",0.9999471884706564,7,3,3,3,16.0,22.0,y = 0.421339 * x + 0.5555,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d18:0/x:y),1.0,Linear,"[0.4315360824742271, -0.08988659793815224]",0.9981387264915847,12,6,6,5,18.0,25.0,y = 0.431536 * x + -0.0898866,0.0,True,0.0,0.0101967967599415,0.0236290710651074,通过
detailed_chain,ECN,SM(d18:0/x:y),4.0,Linear,"[0.40640000000000004, -0.32170000000000165]",0.9996822897893604,7,4,4,4,20.0,26.0,y = 0.4064 * x + -0.3217,0.0,True,1.0,0.025136082474227,0.0582479275663542,通过
detailed_chain,ECN,SM(d18:1/x:y),0.0,Linear,"[0.4023481308411215, 0.5709649532710266]",0.997330928973472,27,9,9,9,14.0,25.0,y = 0.402348 * x + 0.570965,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d18:1/x:y),1.0,Linear,"[0.38882061068702284, 0.23140076335877957]",0.9970442604213332,19,7,7,7,16.0,26.0,y = 0.388821 * x + 0.231401,0.0,True,0.0,0.0135275201540986,0.0336214315841829,通过
detailed_chain,ECN,SM(d18:1/x:y),2.0,Linear,"[0.3828714285714287, -0.21144285714286148]",0.9995078753969794,5,4,4,4,23.0,27.0,y = 0.382871 * x + -0.211443,0.0,True,1.0,0.0059491821155941,0.0153005832306119,通过
detailed_chain,ECN,SM(d18:1/x:y),3.0,Linear,"[0.4085792988313857, -0.3477971619365636]",0.9989360232420856,26,8,8,8,17.0,26.0,y = 0.408579 * x + -0.347797,0.0,True,2.0,0.025707870259957,0.0629201487532197,通过
detailed_chain,ECN,SM(d18:1/x:y),4.0,Linear,"[0.38625000000000004, -0.5]",0.9998929828304046,14,5,5,5,18.0,27.0,y = 0.38625 * x + -0.5,0.0,True,3.0,0.0223292988313856,0.0546510772700714,通过
detailed_chain,ECN,SM(d18:2/x:y),0.0,Linear,"[0.4053234767025089, -0.0668602150537616]",0.9985900839680456,12,7,7,7,16.0,26.0,y = 0.405323 * x + -0.0668602,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d18:2/x:y),2.0,Linear,"[0.40875166444740385, -0.3475026631158542]",0.998568088860123,17,9,9,8,16.0,26.0,y = 0.408752 * x + -0.347503,0.0,True,0.0,0.0034281877448949,0.0083869695051384,通过
detailed_chain,ECN,SM(d18:2/x:y),3.0,Linear,"[0.3945833333333334, -0.666716666666666]",0.998433547409588,11,6,6,5,18.0,27.0,y = 0.394583 * x + -0.666717,0.0,True,2.0,0.0141683311140704,0.0346624426183677,通过
detailed_chain,ECN,SM(d19:0/x:y),0.0,Linear,"[0.4206071428571427, 0.9866071428571459]",0.9996834187904868,3,3,3,3,15.0,21.0,y = 0.420607 * x + 0.986607,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d19:1/x:y),0.0,Linear,"[0.4144363057324842, 0.7592866242038205]",0.9998211724068068,9,5,5,5,15.0,24.0,y = 0.414436 * x + 0.759287,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d19:1/x:y),3.0,Linear,"[0.4201396648044696, -0.2142178770949812]",0.9982777381340314,5,4,4,4,17.0,25.0,y = 0.42014 * x + -0.214218,0.0,True,0.0,0.0057033590719854,0.0135749122250567,通过
detailed_chain,ECN,SM(d20:1/x:y),0.0,Linear,"[0.4327931034482757, 0.7940344827586223]",0.9994934883495435,6,5,5,4,16.0,23.0,y = 0.432793 * x + 0.794034,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d20:1/x:y),1.0,Linear,"[0.3629000000000002, 1.6491999999999942]",0.9983005686754,6,4,4,4,20.0,24.0,y = 0.3629 * x + 1.6492,0.0,True,0.0,0.0698931034482754,0.1614931081188741,通过
detailed_chain,ECN,SM(d20:1/x:y),3.0,Linear,"[0.40404120879120875, 0.5887719780219767]",0.9997431545636994,6,3,3,3,14.0,24.0,y = 0.404041 * x + 0.588772,0.0,True,1.0,0.0411412087912085,0.1018242889488744,通过
detailed_chain,ECN,SM(d20:2/x:y),2.0,Linear,"[0.4115192307692307, 0.42196153846153894]",0.9991843021635588,8,3,3,3,16.0,24.0,y = 0.411519 * x + 0.421962,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d22:1/x:y),1.0,Linear,"[0.3364999999999999, 2.7688333333333333]",0.9991499643735068,7,3,3,3,19.0,21.0,y = 0.3365 * x + 2.76883,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,SM(d26:3/x:y),2.0,Linear,"[0.39003571428571493, 2.5250357142857025]",0.9963619928816916,4,3,3,3,16.0,19.0,y = 0.390036 * x + 2.52504,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,Sa(dx:y),0.0,Linear,"[0.22368562874251502, -0.09264970059880273]",0.99893141896312,26,10,10,5,16.0,25.0,y = 0.223686 * x + -0.0926497,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,Sa(mx:y),0.0,Quadratic,"[-0.0017221908725399558, 0.17183416801861934, 1.5101820201735388]",0.9902244923182398,19,8,8,6,12.0,22.0,y = -0.00172219 * x^2 + 0.171834 * x + 1.51018,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,Sa(tx:y),0.0,Quadratic,"[0.011345779220779261, -0.3207126623376638, 5.630827922077936]",0.9963738140835748,11,6,6,5,14.0,24.0,y = 0.0113458 * x^2 + -0.320713 * x + 5.63083,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,ECN,So(mx:y),1.0,Linear,"[0.21720652173913033, 1.347641304347829]",0.995186425906226,15,7,7,5,14.0,22.0,y = 0.217207 * x + 1.34764,0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d14:0/x:y),0.0,Linear,"[0.42765677966101706, -0.3096525423728842]",0.9995280738347676,28,7,7,4,18.0,28.0,y = 0.427657 * x + -0.309653,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d14:0/x:y)(2OH),0.0,Linear,"[0.4424425675675675, -1.827783783783783]",0.9988720202096668,30,9,9,5,22.0,32.0,y = 0.442443 * x + -1.82778,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(d14:1/x:y)(2OH),0.0,Linear,"[0.5960000000000016, -6.576333333333379]",0.999996246429416,14,3,3,3,26.0,28.0,y = 0.596 * x + -6.57633,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
