classification_mode,rt_rule,score_tier,analysis_scope,result_id,hilic_fraction_min,lipid_subclass,lipid_annotation,ms1_feature_id,candidate_rank,match_score,normalized_rt_min,carbon_number,unsaturation,fit_type,fit_r_squared,absolute_rt_residual_min,iup_vertical_shift_min,fit_status,retention_reason
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000579,15-17.5,Cer(d),Cer(d18:1/20:1),F002334,1,0.67,8.411000000000001,38.0,2.0,Quadratic,0.997883878750243,0.0825321750321919,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000890,15-17.5,Cer(d),Cer(d20:1/18:1),F002334,1,0.67,8.411000000000001,38.0,2.0,Quadratic,0.997883878750243,0.0825321750321919,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003591,15-17.5,GlcCer(t),GlcCer(t18:0/22:4),F002341,1,0.5,8.433,40.0,4.0,Linear,0.9983063859986078,0.0061142857142808,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003793,15-17.5,GlcCer(t),GlcCer(t24:4/16:0),F002341,1,0.5,8.433,40.0,4.0,Linear,0.9983063859986078,0.0061142857142808,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000383,15-17.5,Cer(d),Cer(d17:1/23:2),F002351,3,0.5,8.533000000000001,40.0,3.0,Linear,0.999765904063158,0.0374928571428547,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000612,15-17.5,Cer(d),Cer(d18:1/22:2),F002351,1,0.5,8.533000000000001,40.0,3.0,Linear,0.999765904063158,0.0374928571428547,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000691,15-17.5,Cer(d),Cer(d18:2/22:1),F002351,1,0.67,8.533000000000001,40.0,3.0,Linear,0.999765904063158,0.0374928571428547,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR004695,15-17.5,SM(d),SM(d16:1/24:3),F002357,2,0.55,8.628,40.0,4.0,Linear,0.9985156986930636,0.0158772727272751,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR004839,15-17.5,SM(d),SM(d17:1/23:3),F002357,2,0.55,8.628,40.0,4.0,Linear,0.9985156986930636,0.0158772727272751,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR004991,15-17.5,SM(d),SM(d18:1/22:3),F002357,1,0.64,8.628,40.0,4.0,Linear,0.9985156986930636,0.0158772727272751,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005045,15-17.5,SM(d),SM(d18:2/22:2),F002357,1,0.64,8.628,40.0,4.0,Linear,0.9985156986930636,0.0158772727272751,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005296,15-17.5,SM(d),SM(d22:1/18:3),F002357,3,0.64,8.628,40.0,4.0,Linear,0.9985156986930636,0.0158772727272751,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005304,15-17.5,SM(d),SM(d22:2/18:2),F002357,2,0.55,8.628,40.0,4.0,Linear,0.9985156986930636,0.0158772727272751,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003143,15-17.5,GlcCer(m),GlcCer(m17:1/21:1),F002364,2,0.5,8.667000000000002,38.0,2.0,Linear,0.9993204323441144,0.0366573886639667,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003231,15-17.5,GlcCer(m),GlcCer(m18:1/20:1),F002364,3,0.5,8.667000000000002,38.0,2.0,Linear,0.9993204323441144,0.0366573886639667,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003282,15-17.5,GlcCer(m),GlcCer(m18:2/20:0),F002364,1,0.83,8.667000000000002,38.0,2.0,Linear,0.9993204323441144,0.0366573886639667,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003398,15-17.5,GlcCer(m),GlcCer(m20:1/18:1),F002364,2,0.5,8.667000000000002,38.0,2.0,Linear,0.9993204323441144,0.0366573886639667,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003409,15-17.5,GlcCer(m),GlcCer(m20:2/18:0),F002364,2,0.83,8.667000000000002,38.0,2.0,Linear,0.9993204323441144,0.0366573886639667,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000320,15-17.5,Cer(d) (2OH),Cer(d17:0/21:0)(2OH),F002369,1,0.5,8.771999999999998,38.0,0.0,Linear,0.9993150251049256,0.0209378909740873,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000515,15-17.5,Cer(d) (2OH),Cer(d18:0/20:0)(2OH),F002369,1,0.5,8.771999999999998,38.0,0.0,Linear,0.9993150251049256,0.0209378909740873,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001357,15-17.5,Cer(m),Cer(m16:2/24:1),F002371,3,0.5,8.783000000000001,40.0,3.0,Quadratic,0.999209883263694,0.0285249506885989,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001444,15-17.5,Cer(m),Cer(m17:1/23:2),F002371,2,0.75,8.783000000000001,40.0,3.0,Quadratic,0.999209883263694,0.0285249506885989,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001689,15-17.5,Cer(m),Cer(m18:2/22:1),F002371,1,1.0,8.783000000000001,40.0,3.0,Quadratic,0.999209883263694,0.0285249506885989,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001746,15-17.5,Cer(m),Cer(m18:3/22:0),F002371,2,0.5,8.783000000000001,40.0,3.0,Quadratic,0.999209883263694,0.0285249506885989,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001981,15-17.5,Cer(m),Cer(m21:0/19:3),F002371,3,0.5,8.783000000000001,40.0,3.0,Quadratic,0.999209883263694,0.0285249506885989,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002031,15-17.5,Cer(m),Cer(m23:3/17:0),F002371,3,0.75,8.783000000000001,40.0,3.0,Quadratic,0.999209883263694,0.0285249506885989,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003087,15-17.5,GlcCer(m),GlcCer(m14:2/26:1),F002372,3,0.5,8.783000000000001,40.0,3.0,Linear,0.9992937721624068,0.0514379562043778,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003124,15-17.5,GlcCer(m),GlcCer(m16:2/24:1),F002372,3,0.67,8.783000000000001,40.0,3.0,Linear,0.9992937721624068,0.0514379562043778,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003164,15-17.5,GlcCer(m),GlcCer(m17:1/23:2),F002372,2,0.67,8.783000000000001,40.0,3.0,Linear,0.9992937721624068,0.0514379562043778,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003251,15-17.5,GlcCer(m),GlcCer(m18:1/22:2),F002372,2,0.67,8.783000000000001,40.0,3.0,Linear,0.9992937721624068,0.0514379562043778,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003306,15-17.5,GlcCer(m),GlcCer(m18:2/22:1),F002372,1,0.83,8.783000000000001,40.0,3.0,Linear,0.9992937721624068,0.0514379562043778,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003342,15-17.5,GlcCer(m),GlcCer(m18:3/22:0),F002372,1,0.83,8.783000000000001,40.0,3.0,Linear,0.9992937721624068,0.0514379562043778,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR004845,15-17.5,SM(d),SM(d17:1/25:4),F002377,3,0.64,8.817,42.0,5.0,Linear,0.99938765594033,0.0464449339207035,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005011,15-17.5,SM(d),SM(d18:1/24:4),F002377,1,0.73,8.817000000000002,42.0,5.0,Linear,0.99938765594033,0.0464449339207053,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005060,15-17.5,SM(d),SM(d18:2/24:3),F002377,2,0.73,8.817000000000002,42.0,5.0,Linear,0.99938765594033,0.0464449339207053,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005351,15-17.5,SM(d),SM(d23:3/19:2),F002377,3,0.55,8.817,42.0,5.0,Linear,0.99938765594033,0.0464449339207035,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005410,15-17.5,SM(d),SM(d24:4/18:1),F002377,3,0.55,8.817,42.0,5.0,Linear,0.99938765594033,0.0464449339207035,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005434,15-17.5,SM(d),SM(d25:3/17:2),F002377,3,0.55,8.817,42.0,5.0,Linear,0.99938765594033,0.0464449339207035,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002320,15-17.5,GlcCer(d),GlcCer(d14:2/30:4),F002390,3,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002335,15-17.5,GlcCer(d),GlcCer(d14:3/30:3),F002390,3,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002349,15-17.5,GlcCer(d),GlcCer(d14:4/30:2),F002390,3,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002436,15-17.5,GlcCer(d),GlcCer(d15:4/29:2),F002390,3,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002491,15-17.5,GlcCer(d),GlcCer(d16:2/28:4),F002390,3,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002497,15-17.5,GlcCer(d),GlcCer(d16:3/28:3),F002390,3,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002501,15-17.5,GlcCer(d),GlcCer(d16:4/28:2),F002390,3,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002595,15-17.5,GlcCer(d),GlcCer(d17:2/27:4),F002390,3,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002765,15-17.5,GlcCer(d),GlcCer(d18:2/26:4),F002390,1,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002888,15-17.5,GlcCer(d),GlcCer(d20:2/24:4),F002390,2,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003031,15-17.5,GlcCer(d),GlcCer(d25:4/19:2),F002390,1,0.62,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003047,15-17.5,GlcCer(d),GlcCer(d26:3/18:3),F002390,1,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003053,15-17.5,GlcCer(d),GlcCer(d26:4/18:2),F002390,1,0.5,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005071,15-17.5,SM(d),SM(d18:2/26:4),F002391,1,0.55,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005473,15-17.5,SM(d),SM(d26:3/18:3),F002391,1,0.55,9.039,44.0,6.0,,,,0.0,拟合通过,点数不足但ECN未见明确下降，保留
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003333,15-17.5,GlcCer(m),GlcCer(m18:2/27:2),F002395,1,0.5,9.061,45.0,4.0,Linear,0.9901399825821416,0.0519210526315809,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR004801,15-17.5,SM(d),SM(d17:0/24:4),F002399,2,0.55,9.089,41.0,4.0,Linear,0.9985156986930636,0.0404954545454536,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR004993,15-17.5,SM(d),SM(d18:1/23:3),F002399,1,0.64,9.089,41.0,4.0,Linear,0.9985156986930636,0.0404954545454536,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005228,15-17.5,SM(d),SM(d20:4/21:0),F002399,2,0.55,9.089,41.0,4.0,Linear,0.9985156986930636,0.0404954545454536,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001530,5-15,Cer(m),Cer(m17:2/20:3),F002400,3,0.5,11.591,37.0,5.0,Linear,0.9989840204300376,0.0119000000000024,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001726,5-15,Cer(m),Cer(m18:2/19:3),F002400,1,0.75,11.591,37.0,5.0,Linear,0.9989840204300376,0.0119000000000024,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001780,5-15,Cer(m),Cer(m18:3/19:2),F002400,2,0.5,11.591,37.0,5.0,Linear,0.9989840204300376,0.0119000000000024,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001994,5-15,Cer(m),Cer(m21:4/16:1),F002400,3,0.5,11.591,37.0,5.0,Linear,0.9989840204300376,0.0119000000000024,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002059,5-15,Cer(m),Cer(m24:2/13:3),F002400,2,0.5,11.591,37.0,5.0,Linear,0.9989840204300376,0.0119000000000024,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005099,5-15,Cer(d),Cer(d14:0/28:0),F002407,3,0.5,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005100,5-15,Cer(d),Cer(d15:0/27:0),F002407,3,0.5,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005101,5-15,Cer(d),Cer(d16:0/26:0),F002407,2,0.83,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005102,5-15,Cer(d),Cer(d17:0/25:0),F002407,3,0.5,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005103,5-15,Cer(d),Cer(d18:0/24:0),F002407,1,1.0,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005104,5-15,Cer(d),Cer(d19:0/23:0),F002407,3,0.5,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005105,5-15,Cer(d),Cer(d20:0/22:0),F002407,2,0.67,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005106,5-15,Cer(d),Cer(d21:0/21:0),F002407,3,0.5,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005107,5-15,Cer(d),Cer(d22:0/20:0),F002407,3,0.5,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005108,5-15,Cer(d),Cer(d23:0/19:0),F002407,3,0.5,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005109,5-15,Cer(d),Cer(d24:0/18:0),F002407,2,0.67,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR6_0005110,5-15,Cer(d),Cer(d26:0/16:0),F002407,3,0.67,11.625,42.0,0.0,Linear,0.9984769491445332,0.0862594202898598,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR004960,15-17.5,SM(d),SM(d18:1/23:1),F002410,1,0.55,9.156000000000002,41.0,2.0,Linear,0.9979235502448868,0.0076578313252984,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005023,15-17.5,SM(d),SM(d18:2/23:0),F002410,1,0.55,9.156,41.0,2.0,Linear,0.9979235502448868,0.0076578313253001,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005290,15-17.5,SM(d),SM(d22:1/19:1),F002410,1,0.55,9.156,41.0,2.0,Linear,0.9979235502448868,0.0076578313253001,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005012,15-17.5,SM(d),SM(d18:1/25:4),F002412,1,0.55,9.167000000000002,43.0,5.0,Linear,0.99938765594033,0.0070473568281919,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR005428,15-17.5,SM(d),SM(d25:2/18:3),F002412,1,0.55,9.167000000000002,43.0,5.0,Linear,0.99938765594033,0.0070473568281919,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001448,15-17.5,Cer(m),Cer(m17:1/24:2),F002413,2,0.5,9.189,41.0,3.0,Quadratic,0.999209883263694,0.0015674509527698,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001512,15-17.5,Cer(m),Cer(m17:2/24:1),F002413,3,0.5,9.189,41.0,3.0,Quadratic,0.999209883263694,0.0015674509527698,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001696,15-17.5,Cer(m),Cer(m18:2/23:1),F002413,1,0.75,9.189000000000002,41.0,3.0,Quadratic,0.999209883263694,0.0015674509527681,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001752,15-17.5,Cer(m),Cer(m18:3/23:0),F002413,1,0.75,9.189,41.0,3.0,Quadratic,0.999209883263694,0.0015674509527698,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003085,15-17.5,GlcCer(m),GlcCer(m14:1/27:2),F002416,2,0.5,9.206,41.0,3.0,Linear,0.9992937721624068,0.0130529197080289,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003169,15-17.5,GlcCer(m),GlcCer(m17:1/24:2),F002416,2,0.67,9.206,41.0,3.0,Linear,0.9992937721624068,0.0130529197080289,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003202,15-17.5,GlcCer(m),GlcCer(m17:2/24:1),F002416,2,1.0,9.206,41.0,3.0,Linear,0.9992937721624068,0.0130529197080289,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003255,15-17.5,GlcCer(m),GlcCer(m18:1/23:2),F002416,3,0.67,9.206,41.0,3.0,Linear,0.9992937721624068,0.0130529197080289,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003311,15-17.5,GlcCer(m),GlcCer(m18:2/23:1),F002416,1,1.0,9.206,41.0,3.0,Linear,0.9992937721624068,0.0130529197080289,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003347,15-17.5,GlcCer(m),GlcCer(m18:3/23:0),F002416,1,0.67,9.206,41.0,3.0,Linear,0.9992937721624068,0.0130529197080289,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR003385,15-17.5,GlcCer(m),GlcCer(m19:2/22:1),F002416,2,0.67,9.206,41.0,3.0,Linear,0.9992937721624068,0.0130529197080289,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000211,15-17.5,Cer(d),Cer(d16:1/24:1),F002421,2,0.5,9.256,40.0,2.0,Quadratic,0.997883878750243,0.0331296653796826,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000281,15-17.5,Cer(d),Cer(d17:0/23:2),F002421,3,0.5,9.256,40.0,2.0,Quadratic,0.997883878750243,0.0331296653796826,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000482,15-17.5,Cer(d),Cer(d18:0/22:2),F002421,1,0.83,9.256,40.0,2.0,Quadratic,0.997883878750243,0.0331296653796826,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000586,15-17.5,Cer(d),Cer(d18:1/22:1),F002421,1,0.67,9.256,40.0,2.0,Quadratic,0.997883878750243,0.0331296653796826,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR000894,15-17.5,Cer(d),Cer(d20:1/20:1),F002421,2,0.67,9.256,40.0,2.0,Quadratic,0.997883878750243,0.0331296653796826,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR001064,15-17.5,Cer(d),Cer(d22:1/18:1),F002421,2,0.67,9.256,40.0,2.0,Quadratic,0.997883878750243,0.0331296653796826,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002475,15-17.5,GlcCer(d),GlcCer(d16:1/24:1),F002422,2,0.5,9.256,40.0,2.0,Linear,0.9995157090361833,0.0251489130434787,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002539,15-17.5,GlcCer(d),GlcCer(d17:0/23:2),F002422,3,0.62,9.256,40.0,2.0,Linear,0.9995157090361833,0.0251489130434787,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002631,15-17.5,GlcCer(d),GlcCer(d18:0/22:2),F002422,1,0.5,9.256,40.0,2.0,Linear,0.9995157090361833,0.0251489130434787,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002677,15-17.5,GlcCer(d),GlcCer(d18:1/22:1),F002422,1,0.75,9.256,40.0,2.0,Linear,0.9995157090361833,0.0251489130434787,0.0,拟合通过,ECN拟合通过且在0.2min内
lcb_series,ECN,high_score_ge_0.50,formal_score_ge_0.50_fit,MR002728,15-17.5,GlcCer(d),GlcCer(d18:2/22:0),F002422,2,0.5,9.256,40.0,2.0,Linear,0.9995157090361833,0.0251489130434787,0.0,拟合通过,ECN拟合通过且在0.2min内
