scope,function,lipid_class,id,mz,fragment_type,evidence_role,scoring_eligible,diagnostic_strength,gate_eligible,classification_status,classification_source,eligibility_reason,lcb_identity,scoring_pool,fragment_name,theoretical_mz,selected_evidence_label,all_evidence_types,evidence_annotations
synthetic_only,Glu_So,Glu-So,Glu-So(d34:1)-C6H10O5,1337.9472,NL,diagnostic_nl,True,diagnostic,True,classified,generator:Glu_So,unhydrated class-specific loss,,,Glu-So(d34:1)-C6H10O5,1337.9472,Glu-So(d34:1)-C6H10O5,NL,"[{""fragment_name"": ""Glu-So(d34:1)-C6H10O5"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Glu_So"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,Gb3_So,Gb3-So,Gb3-So(d34:1)-3*C6H10O5-H2O,995.831,NL,diagnostic_nl,False,diagnostic,False,classified,generator:Gb3_So,water satellite; explanation only,,,Gb3-So(d34:1)-3*C6H10O5-H2O,995.831,Gb3-So(d34:1)-3*C6H10O5-H2O,NL,"[{""fragment_name"": ""Gb3-So(d34:1)-3*C6H10O5-H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:Gb3_So"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,Gb3_So,Gb3-So,Gb3-So(d34:1)-3*C6H10O5,1013.8416,NL,diagnostic_nl,True,diagnostic,True,classified,generator:Gb3_So,unhydrated class-specific loss,,,Gb3-So(d34:1)-3*C6H10O5,1013.8416,Gb3-So(d34:1)-3*C6H10O5,NL,"[{""fragment_name"": ""Gb3-So(d34:1)-3*C6H10O5"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Gb3_So"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,Gb3_So,Gb3-So,Gb3-So(d34:1)-2*C6H10O5,1175.8944000000001,NL,diagnostic_nl,True,diagnostic,True,classified,generator:Gb3_So,unhydrated class-specific loss,,,Gb3-So(d34:1)-2*C6H10O5,1175.8944000000001,Gb3-So(d34:1)-2*C6H10O5,NL,"[{""fragment_name"": ""Gb3-So(d34:1)-2*C6H10O5"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Gb3_So"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,Gb3_So,Gb3-So,Gb3-So(d34:1)-C6H10O5,1337.9472,NL,diagnostic_nl,True,diagnostic,True,classified,generator:Gb3_So,unhydrated class-specific loss,,,Gb3-So(d34:1)-C6H10O5,1337.9472,Gb3-So(d34:1)-C6H10O5,NL,"[{""fragment_name"": ""Gb3-So(d34:1)-C6H10O5"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Gb3_So"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_1,FMC_1,FMC_1(d34:1)-Gal-H2O-HOAc,1259.9366,NL,diagnostic_nl,False,diagnostic,False,classified,generator:FMC_1,water satellite; explanation only,,primary,FMC_1(d34:1)-Gal-H2O-HOAc,1259.9366,FMC_1(d34:1)-Gal-H2O-HOAc,NL,"[{""fragment_name"": ""FMC_1(d34:1)-Gal-H2O-HOAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_1"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,FMC_1,FMC_1,FMC_1(d34:1)-HOAc-Gal,1277.9472,NL,diagnostic_nl,True,diagnostic,True,classified,generator:FMC_1,unhydrated class-specific loss,,primary,FMC_1(d34:1)-HOAc-Gal,1277.9472,FMC_1(d34:1)-HOAc-Gal,NL,"[{""fragment_name"": ""FMC_1(d34:1)-HOAc-Gal"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_1"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_1,FMC_1,FMC_1(d34:1)-Gal-H2O,1319.9366,NL,diagnostic_nl,False,diagnostic,False,classified,generator:FMC_1,water satellite; explanation only,,primary,FMC_1(d34:1)-Gal-H2O,1319.9366,FMC_1(d34:1)-Gal-H2O,NL,"[{""fragment_name"": ""FMC_1(d34:1)-Gal-H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_1"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,FMC_1,FMC_1,FMC_1(d34:1)-Gal,1337.9472,NL,diagnostic_nl,True,diagnostic,True,classified,generator:FMC_1,unhydrated class-specific loss,,primary,FMC_1(d34:1)-Gal,1337.9472,FMC_1(d34:1)-Gal,NL,"[{""fragment_name"": ""FMC_1(d34:1)-Gal"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_1"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_1,FMC_1,FMC_1(d34:1)-HOAc,1440.0,NL,supporting_nl,True,informative,False,classified,generator:FMC_1,unhydrated class-specific loss,,support,FMC_1(d34:1)-HOAc,1440.0,FMC_1(d34:1)-HOAc,NL,"[{""fragment_name"": ""FMC_1(d34:1)-HOAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""supporting_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""informative"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_1"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_3,FMC_3,FMC_3(d34:1)-Gal_OAc-H2O-HOAc,1217.926,NL,diagnostic_nl,False,diagnostic,False,classified,generator:FMC_3,water satellite; explanation only,,primary,FMC_3(d34:1)-Gal_OAc-H2O-HOAc,1217.926,FMC_3(d34:1)-Gal_OAc-H2O-HOAc,NL,"[{""fragment_name"": ""FMC_3(d34:1)-Gal_OAc-H2O-HOAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_3"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,FMC_3,FMC_3,FMC_3(d34:1)-Gal_OAc-HOAc,1235.9366,NL,diagnostic_nl,True,diagnostic,True,classified,generator:FMC_3,unhydrated class-specific loss,,primary,FMC_3(d34:1)-Gal_OAc-HOAc,1235.9366,FMC_3(d34:1)-Gal_OAc-HOAc,NL,"[{""fragment_name"": ""FMC_3(d34:1)-Gal_OAc-HOAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_3"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_3,FMC_3,FMC_3(d34:1)-Gal_OAc-H2O,1277.926,NL,diagnostic_nl,False,diagnostic,False,classified,generator:FMC_3,water satellite; explanation only,,primary,FMC_3(d34:1)-Gal_OAc-H2O,1277.926,FMC_3(d34:1)-Gal_OAc-H2O,NL,"[{""fragment_name"": ""FMC_3(d34:1)-Gal_OAc-H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_3"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,FMC_3,FMC_3,FMC_3(d34:1)-Gal_OAc,1295.9366,NL,diagnostic_nl,True,diagnostic,True,classified,generator:FMC_3,unhydrated class-specific loss,,primary,FMC_3(d34:1)-Gal_OAc,1295.9366,FMC_3(d34:1)-Gal_OAc,NL,"[{""fragment_name"": ""FMC_3(d34:1)-Gal_OAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_3"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_3,FMC_3,FMC_3(d34:1)-HOAc,1440.0,NL,supporting_nl,True,informative,False,classified,generator:FMC_3,unhydrated class-specific loss,,support,FMC_3(d34:1)-HOAc,1440.0,FMC_3(d34:1)-HOAc,NL,"[{""fragment_name"": ""FMC_3(d34:1)-HOAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""supporting_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""informative"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_3"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_5,FMC_5,FMC_5(d34:1)-Gal_4OAc-H2O-HOAc,1091.8943,NL,diagnostic_nl,False,diagnostic,False,classified,generator:FMC_5,water satellite; explanation only,,primary,FMC_5(d34:1)-Gal_4OAc-H2O-HOAc,1091.8943,FMC_5(d34:1)-Gal_4OAc-H2O-HOAc,NL,"[{""fragment_name"": ""FMC_5(d34:1)-Gal_4OAc-H2O-HOAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_5"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,FMC_5,FMC_5,FMC_5(d34:1)-Gal_4OAc-HOAc,1109.9049,NL,diagnostic_nl,True,diagnostic,True,classified,generator:FMC_5,unhydrated class-specific loss,,primary,FMC_5(d34:1)-Gal_4OAc-HOAc,1109.9049,FMC_5(d34:1)-Gal_4OAc-HOAc,NL,"[{""fragment_name"": ""FMC_5(d34:1)-Gal_4OAc-HOAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_5"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_5,FMC_5,FMC_5(d34:1)-Gal_4OAc-H2O,1151.8943,NL,diagnostic_nl,False,diagnostic,False,classified,generator:FMC_5,water satellite; explanation only,,primary,FMC_5(d34:1)-Gal_4OAc-H2O,1151.8943,FMC_5(d34:1)-Gal_4OAc-H2O,NL,"[{""fragment_name"": ""FMC_5(d34:1)-Gal_4OAc-H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_5"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,FMC_5,FMC_5,FMC_5(d34:1)-Gal_4OAc,1169.9049,NL,diagnostic_nl,True,diagnostic,True,classified,generator:FMC_5,unhydrated class-specific loss,,primary,FMC_5(d34:1)-Gal_4OAc,1169.9049,FMC_5(d34:1)-Gal_4OAc,NL,"[{""fragment_name"": ""FMC_5(d34:1)-Gal_4OAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_5"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,FMC_5,FMC_5,FMC_5(d34:1)-HOAc,1440.0,NL,supporting_nl,True,informative,False,classified,generator:FMC_5,unhydrated class-specific loss,,support,FMC_5(d34:1)-HOAc,1440.0,FMC_5(d34:1)-HOAc,NL,"[{""fragment_name"": ""FMC_5(d34:1)-HOAc"", ""fragment_type"": ""NL"", ""evidence_role"": ""supporting_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""informative"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:FMC_5"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,EO_cer,EO-Cer,EO-Cer(d34:1)-E 18:2 -H2O,1201.7492,NL,diagnostic_nl,False,diagnostic,False,classified,generator:EO_cer,water satellite; explanation only,,secondary,EO-Cer(d34:1)-E 18:2 -H2O,1201.7492,EO-Cer(d34:1)-E 18:2 -H2O,NL,"[{""fragment_name"": ""EO-Cer(d34:1)-E 18:2 -H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:EO_cer"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,EO_cer,EO-Cer,EO-Cer(d34:1)-E 18:2,1219.7598,NL,diagnostic_nl,True,diagnostic,True,classified,generator:EO_cer,unhydrated class-specific loss,,secondary,EO-Cer(d34:1)-E 18:2,1219.7598,EO-Cer(d34:1)-E 18:2,NL,"[{""fragment_name"": ""EO-Cer(d34:1)-E 18:2"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:EO_cer"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,EO_Glccer,EO-GlcCer,EO-GlcCer(d34:1)-E 18:2 -H2O,1201.7492,NL,diagnostic_nl,False,diagnostic,False,classified,generator:EO_Glccer,water satellite; explanation only,,primary,EO-GlcCer(d34:1)-E 18:2 -H2O,1201.7492,EO-GlcCer(d34:1)-E 18:2 -H2O,NL,"[{""fragment_name"": ""EO-GlcCer(d34:1)-E 18:2 -H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:EO_Glccer"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,EO_Glccer,EO-GlcCer,EO-GlcCer(d34:1)-E 18:2,1219.7598,NL,diagnostic_nl,True,diagnostic,True,classified,generator:EO_Glccer,unhydrated class-specific loss,,primary,EO-GlcCer(d34:1)-E 18:2,1219.7598,EO-GlcCer(d34:1)-E 18:2,NL,"[{""fragment_name"": ""EO-GlcCer(d34:1)-E 18:2"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:EO_Glccer"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,EO_Glccer,EO-GlcCer,EO-GlcCer(d34:1)-Glc-H2O,1319.9366,NL,diagnostic_nl,False,diagnostic,False,classified,generator:EO_Glccer,water satellite; explanation only,,primary,EO-GlcCer(d34:1)-Glc-H2O,1319.9366,EO-GlcCer(d34:1)-Glc-H2O,NL,"[{""fragment_name"": ""EO-GlcCer(d34:1)-Glc-H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:EO_Glccer"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,EO_Glccer,EO-GlcCer,EO-GlcCer(d34:1)-Glc,1337.9472,NL,diagnostic_nl,True,diagnostic,True,classified,generator:EO_Glccer,unhydrated class-specific loss,,primary,EO-GlcCer(d34:1)-Glc,1337.9472,EO-GlcCer(d34:1)-Glc,NL,"[{""fragment_name"": ""EO-GlcCer(d34:1)-Glc"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:EO_Glccer"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,So,So,,,,,False,,,UNSPECIFIED,,,,,(no fragments emitted),,,,
synthetic_only,O_FA_cer,1-O-acetyl-Cer,,,,,False,,,UNSPECIFIED,,,,,(no fragments emitted),,,,
synthetic_only,OCer,1-O-acetyl-Cer,1-O-acetyl-Cer(d50:1)-16:0,1225.75,NL,supporting_nl,False,informative,False,UNSPECIFIED,generator:OCer,OCer fixed acyl-loss enumeration; assignment/representatives TODO,,support,1-O-acetyl-Cer(d50:1)-16:0,1225.75,1-O-acetyl-Cer(d50:1)-16:0,NL,"[{""fragment_name"": ""1-O-acetyl-Cer(d50:1)-16:0"", ""fragment_type"": ""NL"", ""evidence_role"": ""supporting_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""informative"", ""gate_eligible"": false, ""classification_status"": ""UNSPECIFIED"", ""classification_source"": ""generator:OCer"", ""eligibility_reason"": ""OCer fixed acyl-loss enumeration; assignment/representatives TODO"", ""lcb_identity"": """"}]"
synthetic_only,OCer,1-O-acetyl-Cer,1-O-acetyl-Cer(d50:1)-14:0,1253.7812,NL,supporting_nl,False,informative,False,UNSPECIFIED,generator:OCer,OCer fixed acyl-loss enumeration; assignment/representatives TODO,,support,1-O-acetyl-Cer(d50:1)-14:0,1253.7812,1-O-acetyl-Cer(d50:1)-14:0,NL,"[{""fragment_name"": ""1-O-acetyl-Cer(d50:1)-14:0"", ""fragment_type"": ""NL"", ""evidence_role"": ""supporting_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""informative"", ""gate_eligible"": false, ""classification_status"": ""UNSPECIFIED"", ""classification_source"": ""generator:OCer"", ""eligibility_reason"": ""OCer fixed acyl-loss enumeration; assignment/representatives TODO"", ""lcb_identity"": """"}]"
synthetic_only,learn_fuc / almost_fuc shared evidence,Cer,Cer(d34:1)-2H2O,563.9788,NL,diagnostic_nl,True,diagnostic,True,classified,author:Cer_dehydration,Author designated Cer mono/didehydration as diagnostic NL; specificity requires validation,,secondary,Cer(d34:1)-2H2O,563.9788,Cer(d34:1)-2H2O,NL,"[{""fragment_name"": ""Cer(d34:1)-2H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""author:Cer_dehydration"", ""eligibility_reason"": ""Author designated Cer mono/didehydration as diagnostic NL; specificity requires validation"", ""lcb_identity"": """"}]"
synthetic_only,learn_fuc / almost_fuc shared evidence,Cer,Cer(d34:1)-1H2O,581.9894,NL,diagnostic_nl,True,diagnostic,True,classified,author:Cer_dehydration,Author designated Cer mono/didehydration as diagnostic NL; specificity requires validation,,secondary,Cer(d34:1)-1H2O,581.9894,Cer(d34:1)-1H2O,NL,"[{""fragment_name"": ""Cer(d34:1)-1H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""author:Cer_dehydration"", ""eligibility_reason"": ""Author designated Cer mono/didehydration as diagnostic NL; specificity requires validation"", ""lcb_identity"": """"}]"
synthetic_only,learn_fuc / almost_fuc shared evidence,SM,d18:1,264.2686,LCB,chain_specific,True,diagnostic,True,classified,legacy_label,existing discrete rule,d18:1,secondary,d18:1,264.2686,d18:1,LCB,"[{""fragment_name"": ""d18:1"", ""fragment_type"": ""LCB"", ""evidence_role"": ""chain_specific"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""legacy_label"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": ""d18:1""}]"
synthetic_only,learn_fuc / almost_fuc shared evidence,SM,d18:1+OH,282.2792,LCB,chain_specific,True,diagnostic,True,classified,legacy_label,existing discrete rule,d18:1,secondary,d18:1+OH,282.2792,d18:1+OH,LCB,"[{""fragment_name"": ""d18:1+OH"", ""fragment_type"": ""LCB"", ""evidence_role"": ""chain_specific"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""legacy_label"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": ""d18:1""}]"
synthetic_only,learn_fuc / almost_fuc shared evidence,SM,d18:1+2OH,300.2898,LCB,chain_specific,True,diagnostic,True,classified,legacy_label,existing discrete rule,d18:1,secondary,d18:1+2OH,300.2898,d18:1+2OH,LCB,"[{""fragment_name"": ""d18:1+2OH"", ""fragment_type"": ""LCB"", ""evidence_role"": ""chain_specific"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""legacy_label"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": ""d18:1""}]"
synthetic_only,learn_fuc / almost_fuc shared evidence,SM,[C2H5NO+H]+,60.044,common,supporting,True,supporting,False,classified,legacy_label,existing discrete rule,,support,[C2H5NO+H]+,60.044,[C2H5NO+H]+,common,"[{""fragment_name"": ""[C2H5NO+H]+"", ""fragment_type"": ""common"", ""evidence_role"": ""supporting"", ""scoring_eligible"": true, ""diagnostic_strength"": ""supporting"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""legacy_label"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,learn_fuc / almost_fuc shared evidence,SM,SM(d34:1)-1H2O,681.9894,common,supporting,True,supporting,False,classified,legacy_label,existing discrete rule,,support,SM(d34:1)-1H2O,681.9894,SM(d34:1)-1H2O,common,"[{""fragment_name"": ""SM(d34:1)-1H2O"", ""fragment_type"": ""common"", ""evidence_role"": ""supporting"", ""scoring_eligible"": true, ""diagnostic_strength"": ""supporting"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""legacy_label"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
